365,323,193,193,193,193,193,193,193,193,193,193,193,193,321,322,259,343,343,343,343,343,343,344,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,321,365
365,323,193,193,193,193,193,193,193,193,193,193,193,193,342,343,344,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,186,187,187,187,187,188,193,193,193,193,193,193,321,365
365,323,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,186,167,208,208,208,208,166,188,193,193,193,193,193,321,365
365,323,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,207,208,208,208,208,208,208,209,193,193,193,193,193,321,365
365,323,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,207,208,208,208,208,208,208,166,188,193,193,193,193,321,365
365,323,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,207,208,208,208,208,208,208,208,209,193,193,193,193,321,365
365,323,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,207,208,208,208,208,208,208,208,209,193,193,193,193,321,365
365,323,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,207,208,208,208,208,208,208,208,209,193,193,193,193,321,365
365,323,193,193,193,193,193,186,187,187,188,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,207,208,208,208,208,208,208,208,209,193,193,193,193,321,365
365,323,193,193,193,193,193,207,208,208,209,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,207,208,208,208,208,208,208,208,209,193,193,193,193,321,365
365,323,193,193,193,193,186,167,208,208,166,188,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,228,146,208,208,208,208,145,229,230,193,193,193,193,321,365
365,323,193,193,193,193,207,208,208,208,208,166,187,187,187,187,188,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,228,229,229,229,229,230,193,193,193,193,193,193,321,365
365,323,193,193,193,193,207,208,208,208,208,208,208,208,208,208,166,187,187,188,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,321,365
365,323,193,193,193,193,207,208,208,208,208,208,208,208,208,208,208,208,208,166,187,187,187,188,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,321,365
365,323,193,193,193,193,207,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,166,187,187,187,187,188,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,321,365
365,323,193,193,193,193,228,146,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,209,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,321,365
365,323,193,193,193,193,193,228,146,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,209,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,321,365
365,323,193,193,193,193,193,193,228,229,146,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,208,209,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,321,365
365,323,193,193,193,193,193,193,193,193,228,229,229,229,229,146,208,208,208,208,208,208,208,208,208,208,208,208,209,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,321,365
365,323,193,193,193,193,193,193,193,193,193,193,193,193,193,228,229,229,229,229,229,229,229,229,229,229,229,229,230,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,321,365
365,323,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,321,365
365,323,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,193,321,365
365,280,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,301,281,365
365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365,365
